id,isbn,stock,authors,publication_year,original_title,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
4698,553269224,282,L.M. Montgomery,1921,Rilla of Ingleside,eng,4.16,29277,305,1311,5696,9945,14122,https://images.gr-assets.com/books/1285712722m/433533.jpg,https://images.gr-assets.com/books/1285712722s/433533.jpg
4699,385721706,38,James Surowiecki,2004,The Wisdom of Crowds,eng,3.8,18457,421,1364,5148,7135,5214,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4700,446612766,73,"Douglas Preston, Lincoln Child",2003,"Still Life with Crows (Pendergast, #4)",eng,4.18,22493,105,592,4260,9855,10209,https://images.gr-assets.com/books/1169235780m/39033.jpg,https://images.gr-assets.com/books/1169235780s/39033.jpg
4701,330376152,42,James Herbert,1975,The Fog,,3.87,19322,376,1192,5239,6831,6256,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4702,684845776,70,"Anthony Robbins, Kenneth H. Blanchard, Jason Winters",1986,Unlimited Power : The New Science Of Personal Achievement,,4.21,18588,361,725,3052,5911,9630,https://images.gr-assets.com/books/1419212761m/8676.jpg,https://images.gr-assets.com/books/1419212761s/8676.jpg
4703,446554960,51,"Douglas Preston, Lincoln Child",2010,Fever Dream,eng,4.09,21634,223,710,4491,10035,8737,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4704,307401243,47,Jeanette Winterson,2011,Why Be Happy When You Could Be Normal?,,3.94,19537,580,1359,4448,8189,7520,https://images.gr-assets.com/books/1320512373m/11395597.jpg,https://images.gr-assets.com/books/1320512373s/11395597.jpg
4705,312650094,23,Ann Aguirre,2012,Outpost,en-US,4.12,25650,335,958,4840,10417,10932,https://images.gr-assets.com/books/1343084394m/10193062.jpg,https://images.gr-assets.com/books/1343084394s/10193062.jpg
4706,1608198065,10,Roz Chast,2014,Can't We Talk about Something More Pleasant?,eng,4.1,19118,803,842,2705,6635,8771,https://images.gr-assets.com/books/1421087235m/18594409.jpg,https://images.gr-assets.com/books/1421087235s/18594409.jpg
4707,60987464,25,"Marilyn Manson, Neil Strauss",1998,The Long Hard Road Out of Hell,eng,3.88,19011,631,1518,4598,6382,7148,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4708,,1,BookRags,,,eng,4.59,18960,278,151,877,4460,13194,https://images.gr-assets.com/books/1369340463m/9832370.jpg,https://images.gr-assets.com/books/1369340463s/9832370.jpg
4709,395137209,17,Bernard Waber,1965,"Lyle, Lyle, Crocodile (Lyle the Crocodile)",eng,4.13,24284,201,927,5305,7078,10896,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4710,031619008X,31,Gail Carriger,2013,Etiquette & Espionage,en-CA,3.79,29821,1096,2352,8632,13038,9495,https://images.gr-assets.com/books/1331952557m/10874177.jpg,https://images.gr-assets.com/books/1331952557s/10874177.jpg
4711,151012741,109,"José Saramago, Margaret Jull Costa",2005,As Intermitências da Morte,eng,3.97,12984,404,1174,4551,8709,7464,https://images.gr-assets.com/books/1327937800m/3018539.jpg,https://images.gr-assets.com/books/1327937800s/3018539.jpg
4712,590554085,29,Tamora Pierce,1997,Sandry's Book,en-US,3.99,30169,376,1573,7466,11106,11471,https://images.gr-assets.com/books/1328860148m/58889.jpg,https://images.gr-assets.com/books/1328860148s/58889.jpg
4713,553589490,64,Dean Koontz,1997,,en-US,3.77,21203,297,1476,7077,8668,5663,https://images.gr-assets.com/books/1308459581m/16431.jpg,https://images.gr-assets.com/books/1308459581s/16431.jpg
4714,1501142534,56,"Fredrik Backman, Henning Koch, سمانه پرهیزکاری",2014,Britt-Marie var här,eng,4.07,21737,267,965,5404,12936,10089,https://images.gr-assets.com/books/1460442061m/27406704.jpg,https://images.gr-assets.com/books/1460442061s/27406704.jpg
4715,031026345X,26,Rob Bell,2005,Velvet Elvis: Repainting the Christian Faith,,3.77,18071,1176,1550,4112,6538,6253,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4716,140183523,659,"Rudyard Kipling, Edward Said",1901,Kim,eng,3.72,23349,811,2302,7461,9137,7053,https://images.gr-assets.com/books/1387747342m/210834.jpg,https://images.gr-assets.com/books/1387747342s/210834.jpg
4717,764224735,30,Beverly  Lewis,1997,The Shunning,,4.13,20379,259,890,3949,6976,9347,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4718,451464966,27,Anne Bishop,2013,Written in Red,eng,4.29,29502,605,1032,3822,11031,17500,https://images.gr-assets.com/books/1411439502m/15711341.jpg,https://images.gr-assets.com/books/1411439502s/15711341.jpg
4719,393311198,38,Nicholas Meyer,1974,"The Seven-Percent Solution: Being a Reprint from the Reminiscences of John H. Watson, MD",eng,4.14,19334,261,671,3692,6749,8566,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4720,439791464,49,Suzanne Collins,2006,Gregor and the Marks of Secret,eng,4.21,23727,178,557,4117,9617,11202,https://images.gr-assets.com/books/1397854344m/319644.jpg,https://images.gr-assets.com/books/1397854344s/319644.jpg
4721,525950796,27,Timothy J. Keller,2008,The Prodigal God: Christianity Redefined Through the Parable of the Prodigal Sons,en-US,4.39,20087,224,452,2163,6640,12134,https://images.gr-assets.com/books/1427212055m/3116205.jpg,https://images.gr-assets.com/books/1427212055s/3116205.jpg
4722,679736042,35,Peter Mayle,1991,Toujours Provence,eng,4,21873,157,798,5304,8767,7309,https://images.gr-assets.com/books/1411874268m/44255.jpg,https://images.gr-assets.com/books/1411874268s/44255.jpg
4723,375759867,28,Jonathan Harr,2005,The Lost Painting: The Quest for a Caravaggio Masterpiece,en-US,3.71,18944,1034,1900,4883,5545,6193,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4724,385534817,15,Chris Bohjalian,2013,The Light in the Ruins,eng,3.65,20519,551,1705,6951,9434,4071,https://images.gr-assets.com/books/1355182026m/16099189.jpg,https://images.gr-assets.com/books/1355182026s/16099189.jpg
4725,307594882,20,Sonia Sotomayor,2013,,eng,4.03,17742,510,769,3476,8242,7159,https://images.gr-assets.com/books/1348791624m/13642929.jpg,https://images.gr-assets.com/books/1348791624s/13642929.jpg
4726,812536355,39,Vernor Vinge,1998,A Deepness in the Sky,en-US,4.32,21876,174,543,2822,8081,11857,https://images.gr-assets.com/books/1217218691m/226004.jpg,https://images.gr-assets.com/books/1217218691s/226004.jpg
4727,521657296,383,"Immanuel Kant, Paul Guyer, Allen W. Wood",1781,Kritik der reinen Vernunft,eng,3.92,19521,688,1489,4643,6790,7899,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4728,1579126294,201,Agatha Christie,1950,A Murder is Announced,eng,3.96,25811,123,963,7616,12892,8618,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4729,810909650,36,"Rien Poortvliet, Wil Huygen",1976,Leven en werken van de Kabouter,eng,4.01,22584,756,1388,4696,6450,10014,https://images.gr-assets.com/books/1463189122m/926908.jpg,https://images.gr-assets.com/books/1463189122s/926908.jpg
4730,425197484,31,MaryJanice Davidson,2004,Undead and Unemployed,en-US,3.93,29168,370,1518,7953,10973,9934,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4731,055338368X,49,Steven Pressfield,1998,Gates of Fire: An Epic Novel of the Battle of Thermopylae,,4.4,17952,156,421,2190,6333,11993,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4732,1416527265,21,Hester Browne,2005,The Little Lady Agency,eng,3.74,22562,835,1757,6253,8021,6335,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4733,140432078,410,John Stuart Mill,1859,On Liberty,eng,3.93,19604,344,1201,5117,7759,7146,https://images.gr-assets.com/books/1459346459m/385228.jpg,https://images.gr-assets.com/books/1459346459s/385228.jpg
4734,62225073,20,Alan Cumming,2014,Not My Father's Son,eng,4,11436,424,935,4437,9923,7611,https://images.gr-assets.com/books/1429218612m/22934446.jpg,https://images.gr-assets.com/books/1429218612s/22934446.jpg
4735,1401322433,28,Nigella Lawson,2007,Nigella Express: Good Food Fast,eng,3.96,20034,553,1078,4453,6801,7407,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4736,,11,D.M. Pulley,2015,,eng,3.79,18773,490,1429,4814,7121,5159,https://images.gr-assets.com/books/1421800352m/22914448.jpg,https://images.gr-assets.com/books/1421800352s/22914448.jpg
4737,044657161X,28,Jill Shalvis,2010,Simply Irresistible,eng,3.92,27319,745,1545,6365,10778,9416,https://images.gr-assets.com/books/1323268405m/7863423.jpg,https://images.gr-assets.com/books/1323268405s/7863423.jpg
4738,425266516,34,Sylvain Reynard,2013,Gabriel's redemption,eng,4.23,28331,484,1236,4764,9220,15810,https://images.gr-assets.com/books/1366632463m/16247792.jpg,https://images.gr-assets.com/books/1366632463s/16247792.jpg
4739,1934964107,21,Bryan Lee O'Malley,2009,"Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe",eng,4.33,24936,63,406,3250,9534,12846,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4740,805082115,26,Atul Gawande,2007,Better: A Surgeon's Notes on Performance,en-US,4.19,17109,90,390,2914,8043,7627,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4741,,14,Cherrie Lynn,2012,,en-GB,4.26,31188,267,770,4381,11203,14791,https://images.gr-assets.com/books/1342660909m/15748335.jpg,https://images.gr-assets.com/books/1342660909s/15748335.jpg
4742,,33,Kylie Scott,2014,Play,eng,4.33,22231,191,807,5002,14634,20632,https://images.gr-assets.com/books/1393202794m/19095025.jpg,https://images.gr-assets.com/books/1393202794s/19095025.jpg
4743,470484233,11,"Rebecca Housel, J. Jeremy Wisnewski, William Irwin",2009,"Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality (The Blackwell Philosophy and Pop Culture Series)",en-US,4.39,18027,444,651,2157,2953,11849,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4744,345032799,79,Eric Berne,1964,Games People Play,en-US,3.81,17035,415,1483,5128,6427,5736,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4745,449818438,22,Brandon Sanderson,2013,Mitosis,eng,3.87,17250,69,714,6245,10075,5078,https://images.gr-assets.com/books/1385570447m/18966322.jpg,https://images.gr-assets.com/books/1385570447s/18966322.jpg
4746,192836382,626,"Alexandre Dumas fils, David Coward",1848,La Dame aux camélias,eng,3.97,13562,307,1229,5312,8075,8051,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4747,1595549633,26,Rachel Hauck,2012,The Wedding Dress,en-US,3.83,16310,1150,2008,5888,8262,8959,https://images.gr-assets.com/books/1327923985m/11942639.jpg,https://images.gr-assets.com/books/1327923985s/11942639.jpg
4748,786866020,47,"Stephen C. Lundin, Harry Paul, John Christensen, Kenneth H. Blanchard",1996,Fish! A Remarkable Way to Boost Morale and Improve Results,eng,3.92,19405,466,1291,4735,6684,7164,https://images.gr-assets.com/books/1393219562m/206309.jpg,https://images.gr-assets.com/books/1393219562s/206309.jpg
4749,743449746,46,Stephen E. Ambrose,1994,"D-Day June 6, 1944: The Climactic Battle of WWII",eng,4.25,17875,173,399,2593,7279,8771,https://images.gr-assets.com/books/1391798880m/49250.jpg,https://images.gr-assets.com/books/1391798880s/49250.jpg
4750,547251270,22,Linda Sue Park,2010,A Long Walk to Water,eng,4.23,21593,277,661,3284,8965,10889,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4751,61449180,33,Michael  Grant,2013,Light,eng,4.4,23730,303,618,2811,7216,15408,https://images.gr-assets.com/books/1331533067m/8811139.jpg,https://images.gr-assets.com/books/1331533067s/8811139.jpg
4752,,13,"Vi Keeland, Penelope Ward",2016,Stuck-Up Suit,eng,4.14,22609,537,1283,4891,11325,13587,https://images.gr-assets.com/books/1456315337m/28477789.jpg,https://images.gr-assets.com/books/1456315337s/28477789.jpg
4753,345419677,61,Philip José Farmer,1971,To Your Scattered Bodies Go,eng,3.94,22741,427,1395,5415,8710,8044,https://images.gr-assets.com/books/1327657439m/189147.jpg,https://images.gr-assets.com/books/1327657439s/189147.jpg
4754,515142867,78,Nora Roberts,2001,Midnight Bayou,eng,3.96,25476,299,1349,6724,9334,9151,https://images.gr-assets.com/books/1309200744m/114132.jpg,https://images.gr-assets.com/books/1309200744s/114132.jpg
4755,156031191,65,Mark Helprin,1983,Winter's Tale,en-US,3.5,19932,2418,3239,4817,5723,6971,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4756,1568650957,66,Sidney Sheldon,1991,The Doomsday Conspiracy,eng,3.59,17093,596,2010,5828,6174,3959,https://images.gr-assets.com/books/1408853925m/106646.jpg,https://images.gr-assets.com/books/1408853925s/106646.jpg
4757,1423301854,73,"J.D. Robb, Susan Ericksen",1996,Rapture in Death,,4.26,26184,68,505,4878,11770,14219,https://images.gr-assets.com/books/1347628556m/201175.jpg,https://images.gr-assets.com/books/1347628556s/201175.jpg
4758,143036254,538,Thomas Paine,1776,Common Sense,eng,3.97,16864,281,1132,5353,8174,7712,https://images.gr-assets.com/books/1309209451m/161744.jpg,https://images.gr-assets.com/books/1309209451s/161744.jpg
4759,767903579,49,Adeline Yen Mah,1997,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,eng,3.88,19598,317,1123,5386,8488,5987,https://images.gr-assets.com/books/1423952608m/54529.jpg,https://images.gr-assets.com/books/1423952608s/54529.jpg
4760,,9,مصطفى محمود,1970,رحلتي من الشك إلى الإيمان,ara,4.03,16854,521,987,3072,6054,7053,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4761,1250011914,19,C.C. Hunter,2012,Whispers at Moonrise ,eng,4.38,28430,212,657,3437,8916,16700,https://images.gr-assets.com/books/1331497103m/13416236.jpg,https://images.gr-assets.com/books/1331497103s/13416236.jpg
4762,030746363X,38,Timothy Ferriss,2000,The 4-Hour Body,en-US,3.76,15007,569,1711,5386,7654,5538,https://images.gr-assets.com/books/1351861578m/7148931.jpg,https://images.gr-assets.com/books/1351861578s/7148931.jpg
4763,375727019,116,"Michel Houellebecq, Frank Wynne",1998,Les Particules élémentaires,eng,3.78,13577,794,1747,4883,8198,6069,https://images.gr-assets.com/books/1403180525m/58314.jpg,https://images.gr-assets.com/books/1403180525s/58314.jpg
4764,,10,Georgia Cates,2013,Beauty from Surrender,eng,4.13,31623,401,1331,6108,12239,14314,https://images.gr-assets.com/books/1367294723m/17314410.jpg,https://images.gr-assets.com/books/1367294723s/17314410.jpg
4765,785114777,3,"Roy Thomas, Dick Giordano, Mark D. Beazley, Bram Stoker",2005,Stoker's Dracula ,,3.93,14660,530,858,3138,4859,5344,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4766,439014573,62,Dav Pilkey,1997,The Adventures of Captain Underpants,eng,3.84,22535,1219,2033,5555,6124,9483,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4767,547564651,37,Paul Tough,2012,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",eng,3.91,16402,323,872,4268,7381,5301,https://images.gr-assets.com/books/1344730141m/13435889.jpg,https://images.gr-assets.com/books/1344730141s/13435889.jpg
4768,446677949,85,Arthur C. Clarke,1979,The Fountains of Paradise,eng,3.96,20012,164,867,5265,8697,6543,https://images.gr-assets.com/books/1344265959m/149049.jpg,https://images.gr-assets.com/books/1344265959s/149049.jpg
4769,670038342,78,Elif Shafak,2006,Baba ve Piç,eng,3.79,14215,522,1543,5490,8464,5545,https://images.gr-assets.com/books/1309282092m/98920.jpg,https://images.gr-assets.com/books/1309282092s/98920.jpg
4770,307931900,27,David Levithan,2013,Two Boys Kissing,eng,4.11,24587,1030,1238,4237,7808,12745,https://images.gr-assets.com/books/1364194940m/17237214.jpg,https://images.gr-assets.com/books/1364194940s/17237214.jpg
4771,61231401,50,James Rollins,,,en-US,4.16,19510,169,555,3623,8819,8665,https://images.gr-assets.com/books/1340970015m/5171894.jpg,https://images.gr-assets.com/books/1340970015s/5171894.jpg
4772,1400043875,11,Scott B. Smith,2006,The Ruins,en-US,3.5,21613,1489,2856,6816,7822,4949,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4773,60525657,45,Erin Hunter,2004,A Dangerous Path,eng,4.42,26126,154,522,3161,7526,16348,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4774,449000753,57,Michael Blake,1988,Dances with Wolves,eng,4.19,19133,259,702,3341,6638,9426,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4775,375814698,17,Tamora Pierce,2009,"Bloodhound (Beka Cooper, #2)",eng,4.26,29414,216,826,4450,10390,14688,https://images.gr-assets.com/books/1320443071m/153779.jpg,https://images.gr-assets.com/books/1320443071s/153779.jpg
4776,160751351X,14,Brent Weeks,2009,The Night Angel Trilogy,eng,4.42,17523,153,391,1834,5695,11225,https://images.gr-assets.com/books/1450327994m/6122735.jpg,https://images.gr-assets.com/books/1450327994s/6122735.jpg
4777,675093244,20,William Faulkner,1930,A Rose for Emily,eng,4.06,22629,287,1072,4609,8091,8986,https://images.gr-assets.com/books/1487468453m/426025.jpg,https://images.gr-assets.com/books/1487468453s/426025.jpg
4778,,627,Anonymous,2001,Holy Bible English Standard Version,eng,4.66,17863,652,431,1082,1909,19162,https://images.gr-assets.com/books/1328227151m/5883777.jpg,https://images.gr-assets.com/books/1328227151s/5883777.jpg
4779,446400157,73,Ellis Peters,1977,A Morbid Taste for Bones,en-US,3.99,23590,336,913,5780,10003,8319,https://images.gr-assets.com/books/1296427936m/321545.jpg,https://images.gr-assets.com/books/1296427936s/321545.jpg
4780,019283410X,92,"Giorgio Vasari, Julia Conway Bondanella, Peter Bondanella",1550,"Le Vite de' più eccellenti pittori, scultori, e architettori da Cimabue insino a' tempi nostri",eng,3.78,18288,1162,1589,4059,5271,6657,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4781,312934335,35,Sherrilyn Kenyon,2005,Unleash the Night,en-US,4.34,32491,102,589,4620,11491,18007,https://images.gr-assets.com/books/1462051642m/84139.jpg,https://images.gr-assets.com/books/1462051642s/84139.jpg
4782,747594155,48,Angie Sage,2009,Syren,eng,4.1,25245,295,1064,5244,9193,10883,https://images.gr-assets.com/books/1327949203m/4935682.jpg,https://images.gr-assets.com/books/1327949203s/4935682.jpg
4783,3453532988,115,"Dmitry Glukhovsky, M. David Drevs",2005,Метро 2033,ger,3.98,15858,425,1428,4526,8809,8142,https://images.gr-assets.com/books/1328809143m/5558786.jpg,https://images.gr-assets.com/books/1328809143s/5558786.jpg
4784,1741753597,67,Christos Tsiolkas,2008,The Slap,eng,3.16,18037,2342,3586,6580,6319,2641,https://images.gr-assets.com/books/1330062364m/5396496.jpg,https://images.gr-assets.com/books/1330062364s/5396496.jpg
4785,64301389,14,"Robert Henri, Forbes Watson, Margery A. Ryerson",1929,"The Art Spirit: Notes, Articles, Fragments of Letters and Talks to Students, Bearing on the Concept and Technique of Picture Making, the Study of Art Generally, and on Appreciation (Icon Editions)",eng,3.87,16333,844,1426,3427,4138,6712,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4786,1611099692,36,Marcus Sakey,2013,Brilliance,eng,3.95,11235,346,1001,4700,9791,6539,https://images.gr-assets.com/books/1437159954m/17171909.jpg,https://images.gr-assets.com/books/1437159954s/17171909.jpg
4787,,6,Camille Pagán,2015,,en-GB,3.82,19073,354,1299,5217,7393,5381,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4788,571219357,37,Jonathan Lethem,2003,The Fortress of Solitude,eng,3.87,15100,421,1188,3995,7181,5329,https://images.gr-assets.com/books/1418677318m/9799.jpg,https://images.gr-assets.com/books/1418677318s/9799.jpg
4789,553804820,39,Dean Koontz,2007,The Darkest Evening of the Year,eng,3.71,21297,640,2073,6435,7414,5990,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4790,374104107,43,Jeff VanderMeer,2014,Authority ,eng,3.55,18430,479,2316,7397,8433,3522,https://images.gr-assets.com/books/1403941730m/18077769.jpg,https://images.gr-assets.com/books/1403941730s/18077769.jpg
4791,689859406,56,"Holly Black, Tony DiTerlizzi",2004,The Wrath of Mulgarath,en-US,3.92,28129,316,1495,7798,9786,9539,https://images.gr-assets.com/books/1358702186m/277190.jpg,https://images.gr-assets.com/books/1358702186s/277190.jpg
4792,61966908,5,Caroline Preston,2011,,eng,3.72,20508,1195,2160,4894,5257,7042,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4793,385498802,33,Myla Goldberg,2000,Bee Season,eng,3.55,21160,661,2299,7318,8016,3890,https://images.gr-assets.com/books/1371912051m/251762.jpg,https://images.gr-assets.com/books/1371912051s/251762.jpg
4794,60567112,72,Karin Slaughter,2004,Indelible,eng,4.19,20930,155,520,3918,9155,9886,https://images.gr-assets.com/books/1299703450m/182012.jpg,https://images.gr-assets.com/books/1299703450s/182012.jpg
4795,425098648,43,Dean Koontz,1976,Night Chills,en-US,3.86,20424,275,1151,6024,7117,6248,https://images.gr-assets.com/books/1308460533m/236208.jpg,https://images.gr-assets.com/books/1308460533s/236208.jpg
4796,517543052,14,"Ram Dass, Richard Alpert",1971,Be Here Now,en-US,4.27,18275,268,616,2724,5214,9847,https://images.gr-assets.com/books/1369858407m/29254.jpg,https://images.gr-assets.com/books/1369858407s/29254.jpg
4797,425204200,74,Patricia Cornwell,2004,Trace,eng,3.76,23287,416,1887,7564,8950,6530,https://images.gr-assets.com/books/1310723816m/6530.jpg,https://images.gr-assets.com/books/1310723816s/6530.jpg
4798,440243904,67,Conn Iggulden,2007,Genghis: Birth of an Empire,en-US,4.34,16498,95,284,2282,7668,9978,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4799,345373529,20,David Eddings,1990,The Ruby Knight,eng,3.96,24586,240,1390,6250,9329,8639,https://images.gr-assets.com/books/1487687688m/291354.jpg,https://images.gr-assets.com/books/1487687688s/291354.jpg
4800,60177241,47,Clive Barker,1992,The Thief of Always,eng,4.18,19799,138,613,3904,7989,9556,https://images.gr-assets.com/books/1309239541m/32638.jpg,https://images.gr-assets.com/books/1309239541s/32638.jpg
4801,553589385,47,Lara Adrian,2007,Kiss of Crimson ,en-US,4.17,31897,262,1108,6094,12314,14843,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4802,345497627,22,Tess Gerritsen,2008,The Keepsake,en-US,4.09,21829,110,574,5338,11158,9146,https://images.gr-assets.com/books/1320502170m/2653622.jpg,https://images.gr-assets.com/books/1320502170s/2653622.jpg
4803,316219266,54,Brad Stone,2013,,eng,4.06,20539,391,774,4261,10710,8542,https://images.gr-assets.com/books/1365394361m/17660462.jpg,https://images.gr-assets.com/books/1365394361s/17660462.jpg
4804,,26,Brittainy C. Cherry,2015,The Air He Breathes,,4.2,22217,907,1248,4590,9980,16644,https://images.gr-assets.com/books/1441375261m/25564446.jpg,https://images.gr-assets.com/books/1441375261s/25564446.jpg
4805,1416580948,26,Kresley Cole,2009,Kiss of a Demon King ,eng,4.35,31111,145,684,4073,10851,17558,https://images.gr-assets.com/books/1357612809m/3585344.jpg,https://images.gr-assets.com/books/1357612809s/3585344.jpg
